rating,food_rating,service_rating,alcohol,smoking_area,dress_code,accessibility,price,Rambience,franchise,area
2,2,0,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,open
1,1,1,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,open
0,2,0,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,open
2,1,1,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,open
0,0,0,No_Alcohol_Served,none,informal,no_accessibility,low,familiar,f,open
1,1,1,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
1,0,2,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
2,1,0,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
1,0,0,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
2,2,2,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
2,2,1,No_Alcohol_Served,not permitted,informal,completely,low,familiar,f,closed
2,2,1,Wine-Beer,none,informal,completely,medium,familiar,f,closed
2,2,2,Wine-Beer,none,informal,completely,medium,familiar,f,closed
1,2,0,Wine-Beer,none,informal,completely,medium,familiar,f,closed
1,2,2,Wine-Beer,none,informal,completely,medium,familiar,f,closed
2,2,2,Wine-Beer,none,informal,completely,medium,familiar,f,closed
0,0,0,Wine-Beer,none,informal,completely,medium,familiar,f,closed
0,0,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,2,1,Wine-Beer,none,informal,completely,low,familiar,f,closed
0,1,1,Wine-Beer,none,informal,completely,low,familiar,f,closed
0,1,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,1,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
0,0,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
2,2,2,Wine-Beer,none,informal,completely,low,familiar,f,closed
2,2,2,Wine-Beer,none,informal,completely,low,familiar,f,closed
2,2,2,Wine-Beer,none,informal,completely,low,familiar,f,closed
0,1,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,0,1,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,2,2,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,1,0,Wine-Beer,none,informal,completely,low,familiar,f,closed
1,1,1,Wine-Beer,none,informal,completely,low,familiar,f,closed
0,2,1,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,1,1,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,2,1,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
2,2,0,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
0,0,0,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,1,2,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
2,2,2,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
2,2,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
1,1,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
2,2,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
1,1,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
1,2,2,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,t,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
0,0,0,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
0,0,0,Wine-Beer,none,casual,completely,high,familiar,f,closed
1,1,1,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,1,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
1,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
1,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
1,1,1,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,2,Wine-Beer,none,casual,completely,high,familiar,f,closed
0,0,0,Wine-Beer,none,casual,completely,high,familiar,f,closed
1,0,0,Wine-Beer,none,casual,completely,high,familiar,f,closed
2,2,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed
0,1,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed
2,2,2,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed
2,1,2,No_Alcohol_Served,not permitted,informal,completely,medium,familiar,f,closed
1,1,2,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
2,2,2,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
1,2,1,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
0,0,0,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
2,2,1,No_Alcohol_Served,not permitted,informal,no_accessibility,medium,familiar,f,closed
0,0,0,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,f,closed
0,2,0,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,f,closed
2,2,0,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,f,closed
0,0,1,No_Alcohol_Served,not permitted,informal,no_accessibility,low,familiar,f,closed
1,1,2,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
2,2,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
0,0,0,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,2,2,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
0,0,0,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
2,2,2,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
0,2,2,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
1,1,1,No_Alcohol_Served,not permitted,informal,partially,medium,familiar,f,closed
2,2,1,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
0,0,0,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
1,1,1,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
0,0,0,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
1,1,1,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
1,2,2,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
2,2,2,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
2,2,2,Wine-Beer,section,informal,no_accessibility,high,familiar,t,open
0,0,0,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,1,2,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,1,1,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
1,1,1,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
0,0,0,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
2,2,2,No_Alcohol_Served,none,informal,completely,low,familiar,f,closed
